id,title,platform,link,changed,old_used_ingredients,new_used_ingredients,added_ingredients,removed_ingredients,llm_raw_ingredients,unmapped_ingredients,error,content_preview
1349,[이연복] 설날 떡국떡 활용법! 쫄깃하고 매콤한 어향떡볶음!,youtube(인플루언서),https://www.youtube.com/watch?v=uXxs-Ha3SSk,Y,"간장,고춧가루,굴소스,다진마늘,당근,돼지고기,두반장,떡국떡,마늘,설탕,식용유,파프리카","간장,고춧가루,굴소스,다진마늘,당근,돼지고기다짐육,두반장,떡국떡,설탕,식용유,파,파프리카","돼지고기다짐육,파","돼지고기,마늘","떡국떡, 돼지고기 다짐육, 당근, 파, 청피망, 고춧가루, 간장, 두반장, 굴소스, 식용유, 다진 마늘, 설탕, 물",물,,"《재료》
떡국떡, 돼지고기(다짐육), 당근, 파, 청피망, 고춧가루, 간장, 두반장, 굴소스, 식용유, 다진 마늘, 설탕 

《만드는 법》
1. 떡국떡(400g)은 물에 담가 불려주세요.
2. 파는 흰 대부분을 준비해 송송 썬 다음 다진 마늘 1스푼과 함께 준비하세요.
3. 당근은 편으로 썬 다음(3조각 정도) 잘게 썰어 준비하세요. 
4. 팬에 식용유(4스푼)를 두르고 준비한 파와 다진 마늘, 당근을 넣어 살짝 볶다가 향이 올라오면 돼지고기 다짐육(100g)을 넣고 볶아주세요.
5. 돼지고기가 거의 익으면 간장(1스푼)을 넣고 향이 올라오면 고춧가루(1/2스푼), 물(200ml)을 차례로 넣은 후 두반장, 굴소스, 설탕을 1스푼씩 넣고 불린 떡을 넣어 끓여주세요.
6. 떡이 부드러워지고 소스가 걸쭉해지면 청피망을 잘게 썰어 넣어주세요.
7. 살짝 저어 그릇에 담아내면 어향 떡볶음 완성~!"
1350,[이연복] 밥도둑 끝판왕! 부드러운 순두부계란조림!,youtube(인플루언서),https://www.youtube.com/watch?v=tP6RiRLy5Aw,Y,"고추,고추장,고춧가루,굴소스,다시다,다진마늘,달걀,두부,마늘,맛술,설탕,순두부,알룰로스,양파,쪽파,참기름,청양고추,치킨스톡,파,후추","고추장,고춧가루,굴소스,다시다,다진마늘,달걀,맛술,설탕,순두부,알룰로스,양파,쪽파,참기름,청양고추,치킨스톡,파,후추",,"고추,두부,마늘","순두부, 계란, 양파, 대파, 청양고추, 고추장, 고춧가루, 치킨스톡, 굴소스, 설탕, 미림, 참기름, 물, 다진 마늘, 다시다, 알룰로스, 맛술, 쪽파, 후추",물,,"[재료]
순두부 1봉지, 계란 4개, 양파 1개. 대파 1/2개, 청양고추 1개, 
고추장, 고춧가루, 치킨스톡(다시다), 굴소스, 설탕, 미림, 참기름

[만드는 법]
1. 순두부는 반으로 잘라서 전자렌지 1분 돌려주면 물기와 간수가 빠진다. 
  그 후 1-2 센티 두께로 잘라준다.
2. 양파는 채썰고, 청양고추는 다져준다. 대파 혹은 쪽파는 송송 썰어 나중에 고명으로.
3. 소스를 만들 그릇에
    물 1컵(200ml)
    고추장 1/2 큰술 
    고운고추가루 1스푼 
    다진 마늘 반스푼 
    다진 청양고추 1개 
    다시다 반스푼 5g (혹은 치킨스톡 1/2 스푼)
    설탕 1/2큰술 6g (혹은 알룰로스 1큰술)
    맛술(미림) 1큰술 (15g) 를 넣어 준비해준다.
4. 냄비나 팬에 양파 채를 깔고 순두부를 잘 얹어준다.
5. 뚜껑을 덮고 강불에 2분간 졸여주고, 뚜껑 열고 계란 4개 깨서 넣은 후 밥을 비빌 정도가 되게 졸인다.
6. 완성되면"
1351,[이연복] 매콤함과 부드러움을 동시에! 크림탄탄 비빔면!,youtube(인플루언서),https://www.youtube.com/watch?v=eTqeAPSXCV0,Y,"간장,고추,고추기름,두반장,땅콩,버터,베트남고추,비빔면,생크림,양파,오이,우유,중화면,치킨스톡,파","간장,고추기름,두반장,땅콩,베트남고추,생크림,양파,오이,우유,중화면,치킨스톡,파",,"고추,버터,비빔면","중화면, 우유, 생크림, 두반장, 치킨스톡, 양조간장, 파, 양파, 베트남고추, 오이, 땅콩버터, 땅콩, 고추기름, 간장, 물","땅콩버터, 물",,"《재료》
중화면, 우유, 생크림, 두반장, 치킨스톡, 양조간장, 파, 양파, 베트남고추, 오이, 땅콩버터, 땅콩

《만드는 법》
1. 양파(1/2개)는 채썰고, 대파(1/2대)는 어슷썰고, 베트남고추(1개)는 으깨서 준비하세요.
2. 팬에 고추기름(3스푼)을 두르고 으깬 베트남고추를 넣은 후 살짝 달궈지면 준비한 양파, 대파를 넣고 볶아주세요.
3. 양파 숨이 죽으면 간장(1스푼)을 넣고 볶다가 우유 150ml, 생크림 50ml를 붓고 불을 약하게 줄인 다음 땅콩버터(1스푼)을 넣고 섞어주세요. 
4. 3에 두반장(1스푼)을 넣고 끓이다가 치킨스톡(1스푼)을 넣고 간을 맞춰주세요.
5. 냄비에 물을 붓고 끓으면 중화면을 넣고 삶아주세요. 물이 끓어오르면 찬물을 한 컵 부은 후 다시 끓어오르면 면을 건져 찬물에 헹궈 체에 밭쳐 물기를 빼주세요.
6. 5의 소스에 면을 넣고 살짝 졸인 후 접시에 담아주세요.
7. 오이채를 얹고 땅콩 같은 견과류를 으깨어 올리면 크림탄탄 비빔면 완성~!"
1352,[이연복] 쫄깃한 식감이 일품! 가상두부!,youtube(인플루언서),https://www.youtube.com/watch?v=c2-8KVImv0E,Y,"간장,고추,굴소스,다진마늘,대나무순,두부,마늘,배추,베트남고추,브로콜리,식용유,알배추,참기름,파,후추","굴소스,다진마늘,대나무순,두부,베트남고추,브로콜리,식용유,알배추,참기름,파,후추",,"간장,고추,마늘,배추","두부, 알배추, 대파, 죽순, 브로콜리, 해선간장, 베트남고추, 다진 마늘, 굴소스, 참기름, 후춧가루, 식용유, 물","해선간장, 물",,"《재료》
두부, 알배추, 대파, 죽순, 브로콜리, 해선간장, 베트남고추, 다진 마늘, 굴소스, 참기름, 후춧가루

《만드는 법》
1. 두부는 삼각형 모양이 되도록 대각선으로 자른 후 세워서 두께를 반으로 잘라 8조각을 만들어 주세요.
2. 접시에 키친타월을 깔고 1의 자른 두부를 펼친 다음 키친타월을 덮어 물기를 제거해 주세요.
3. 알배추는 2장 정도 준비해 길게 3등분으로 자르고, 대파(2대)는 길게 반으로 갈라 큼직하게 썰어 주세요.
4. 끓는 물에 죽순, 브로콜리, 알배추를 넣고 살짝 데쳐주세요,
5. 팬에 식용유를 넉넉히 두른 후 2의 두부를 넣고 앞뒤로 튀기듯 노릇노릇하게 부쳐주세요.
6. 두부가 노릇하게 익으면 접시에 덜어낸 후 남은 식용유(2큰술 정도)에 베트남고추(3개)를 쪼개서 넣고 대파, 다진 마늘을 넣고 볶다가 향이 올라오면 데친 야채를 넣고 볶아주세요.  
7. 6에 해선간장 1스푼을 넣고 볶은 후 물 200ml, 굴소스 1스푼을 넣고 섞은 후 두부를 넣고 끓"
1353,[이연복] 아삭한 식감이 일품! 매콤감자채볶음!,youtube(인플루언서),https://www.youtube.com/watch?v=nEk0Ciyfy44,Y,"간장,감자,고추,고추기름,굴소스,다진마늘,두반장,마늘,베트남고추,설탕,식용유,식초,전분,파,파프리카","감자,고추기름,굴소스,다진마늘,두반장,베트남고추,설탕,식용유,식초,파,파프리카",,"간장,고추,마늘,전분","감자, 피망, 다진 마늘, 대파, 고추기름, 베트남고추, 두반장, 식용유, 굴소스, 해선간장, 설탕, 식초, 물","해선간장, 물",,"《재료》
감자, 피망, 다진 마늘, 대파, 고추기름, 베트남고추, 두반장, 식용유, 굴소스, 해선간장, 설탕, 식초

《만드는 법》
1. 감자는 큼직한 걸로 2개(625g) 준비해 일정한 크기로 얇게 편으로 썬 후 채썰어 준비하세요.
2. 채썬 감자는 물에 담가 전분기를 빼주세요. 이때 물에 식초를 약간 섞어주면 감자채에 탄력이 생겨서 식감이 좋아져요. 
3. 2의 물이 뿌옇게 되면 감자를 채반에 걸러 헹궈 주세요.
4. 피망(1/2개)은 얇게 채썰고, 대파(흰대 1개)는 자잘하게 썰어주세요.
5. 냄비에 물을 붓고 부르르 끓어오르면 감자채를 넣고 20초 정도 익힌 다음 바로 찬물에 2~3번 씻어주세요.
6. 팬에 고추기름(3스푼)을 넣고 기름이 미지근한 상태에서 베트남고추를 손으로 쪼개어 넣어주세요. 
7. 6에 파, 다진 마늘(1스푼)을 넣고 볶다가 두반장(1/2스푼), 해선간장(2스푼), 굴소스(1스푼), 식용유(2스푼)을 넣고 끓으면 준비한 피망과 감자채를 넣고 볶아주세요.
"
1354,[이연복] 꽈리고추의 아삭함과 계란의 부드러움! 꽈리고추 계란볶음!,youtube(인플루언서),https://www.youtube.com/watch?v=NeH4VITmLEQ,Y,"고추,꽈리고추,달걀,식용유,치킨스톡","꽈리고추,달걀,식용유,치킨스톡",,고추,"꽈리고추, 계란, 치킨스톡, 식용유",,,"《재료》
꽈리고추, 계란, 치킨스톡, 식용유

《만드는 법》
1. 꽈리고추(300g)는 꼭지를 떼어내고 씻은 후 길쭉하게 어슷썰기 해주세요.
2. 팬에 식용유(2스푼)를 두르고 꽈리고추를 넣어 볶아주세요. 
3. 2에 치킨스톡 1/2스푼을 넣고 2분간(숨이 살짝 죽을 정도로만) 볶은 후 그릇에 따로 담아 주세요.
4. 볼에 계란 5개를 넣고 치킨스톡 2/3스푼을 넣어 잘 풀어주세요.
5. 팬에 식용유 3스푼을 두르고 달궈지면 4의 푼 달걀을 붓고 나무주걱으로 살살 저어주세요.
6. 계란이 반 정도 익으면 살짝 볶아둔 꽈리고추를 넣고 함께 익혀주세요. 
7. 6을 접시에 담아내면 부드럽고 아삭한 꽈리고추 계란볶음 완성~!"
1355,[이연복] 5분만에 즐기는 맛과 영양 만점! 양배추돼지고기볶음!,youtube(인플루언서),https://www.youtube.com/watch?v=HvUdN6yjRvI,Y,"간장,굴소스,돼지고기,배추,소금,식용유,양배추,파프리카,후추","간장,굴소스,돼지고기,소금,식용유,양배추,파,파프리카,후추",파,배추,"양배추, 돼지고기, 홍피망, 파, 간장, 굴소스, 소금, 후춧가루, 식용유",,,"《재료》
양배추, 채썬 돼지고기, 홍피망, 파, 간장, 굴소스, 소금, 후춧가루

《만드는 법》
1. 양배추(900g)는 굵직하게 채썰어 준비하세요(볶으면 숨이 많이 죽어서 가늘지 않게 채썰어 주세요).
2. 홍피망(1/4개)은 채썰고 파(흰 부분 1대)는 어슷썰어 준비하세요. 
3. 팬에 식용유(3스푼)를 두르고 달궈지면 파와 돼지고기(300g)를 넣고 볶다가 간장(1스푼)을 넣고 볶아주세요. 
4. 고기에 간이 배면 채썬 양배추와 홍피망을 넣고 소금 한꼬집을 넣어 젓가락으로 살살 섞어가며 볶아주세요.
5. 4에 굴소스(2스푼)를 넣고 볶다가 마지막에 후춧가루를 뿌려 접시에 내면 양배추 돼지고기 볶음 완성~!"
1356,[이연복]  다진고기와 달달한 양파의 미친조합! 쟁반유니짜장!,youtube(인플루언서),https://www.youtube.com/watch?v=qV4oThK1Mmg,Y,"고춧가루,굴소스,돼지고기,라면,식용유,양파","고춧가루,굴소스,돼지고기,식용유,양파,짜장가루",짜장가루,라면,"팔도 짜장면, 돼지고기, 양파, 식용유, 굴소스, 고춧가루, 물, 짜장소스","팔도 짜장면, 물",,"《재료》
팔도 짜장면(시판용) 2봉, 돼지고기, 양파, 식용유, 굴소스, 고춧가루

《만드는 법》
1. 돼지고기(300g)는 자잘하게 썬 후 칼로 쳐서 부드럽게 만들어 주세요(다진 돼지고기를 사용해도 좋아요.)
2. 양파(350g)도 자잘하게 썰어주세요.
3. 팬에 식용유(3스푼)를 두르고 2의 양파를 약간만 팬에 넣은 후 다진 고기를 올려 주세요. 팬이 가열되면 나무주걱으로 고기와 양파를 섞어 볶아 주세요.
4. 고기가 익으면 나머지 양파를 다 넣고 볶아주세요.
5. 냄비에 물을 붓고 끓으면 짜장라면 2개를 넣어 익혀주세요. 
6. 4의 양파가 익으면 라면에 들어있는 짜장소스 2개를 넣고 섞은 후 굴소스(1스푼)를 넣어 볶아주세요.
7. 5의 면이 익으면 건져서 6에 넣고 섞어주세요. 
8. 기호에 따라 고춧가루를 뿌려 접시에 담아내면 쟁반 유니짜장 완성~!"
1357,[이연복]  만찢남의 퓨전요리!  페타치즈 게살춘권!,youtube(인플루언서),https://www.youtube.com/watch?v=LWSJYx68Rh0,Y,"게맛살,밀가루,시금치,식용유,춘권피,치즈,후추","게맛살,메이플시럽,밀가루,시금치,식용유,춘권피,후추",메이플시럽,치즈,"페다치즈, 춘권피, 게맛살, 시금치, 메이플 시럽, 후춧가루, 밀가루, 식용유, 물","페다치즈, 물",,"《재료》
페다치즈, 춘권피, 게맛살, 시금치, 메이플 시럽, 후춧가루, 밀가루

《만드는 법》
1. 맛살은 잘게 썰어주세요.
2. 시금치는 끓는물에 데친 후 건져서 찬물에 헹궈 물기를 짠 다음 칼로 썰어주세요.
3. 볼에 시금치, 맛살, 페다치즈를 1:1:1 비율로 넣고 후춧가루를 뿌린 후 손으로 조물조물 섞어주세요.
4. 춘권피에 3을 한 스푼 정도 얹고 돌돌 말아주세요. 끝 부분은 밀가루를 물에 개어 묻혀주면 풀어지지 않아요.
5. 팬에 식용유를 붓고 달궈지면 4의 춘권피를 넣고 노릇노릇하게 튀겨주세요. 
6. 5를 접시에 담은 후 메이플 시럽을 얹어내면 페다치즈 게살춘권 완성~!"
1359,[이연복]  부드러움의 끝판왕! 두부계란찜!,youtube(인플루언서),https://www.youtube.com/watch?v=aTVe0U_BoLU,Y,"간장,고추,다진마늘,달걀,두부,마늘,매실,매실청,소금,알룰로스,액젓,양파,참기름,청양고추,파,황다랑어,후추","간장,다진마늘,달걀,두부,매실청,소금,알룰로스,액젓,양파,참기름,청양고추,파,후추",,"고추,마늘,매실,황다랑어","두부, 달걀, 후춧가루, 양파, 대파, 간장, 매실청, 참치액, 알룰로스, 다진 마늘, 참기름, 소금, 청양고추, 물, 양조간장",물,,"《재료》
두부(찌개용), 달걀, 후춧가루, 양파, 대파, 간장, 매실청, 참치액, 알룰로스, 다진 마늘, 참기름

《만드는 법》
1. 두부는 물기를 뺀 후 볼에 담아 달걀 2개, 소금 한 꼬집, 후춧가루를 넣고 손으로 주물러가며 으깨주세요.
2. 접시에 1을 부은 후 랩을 씌워 찜기에 넣고 15분간 쪄주세요. 
3. 소스에 들어갈 양파(1/2개)와 대파(1/2대)는 자잘하게 썰고, 청양고추(1개)는 속의 씨를 제거한 후 잘게 썰어주세요. 
4. 볼에 3의 채소, 물 100ml, 양조간장 100ml를 붓고, 매실청 1스푼, 후춧가루 약간, 참치액 1스푼, 알룰로스 5스푼, 참기름 1스푼, 다진 마늘 1스푼을 넣고 섞어주세요.
5. 찜기에서 두부계란 그릇을 꺼낸 후 랩을 벗겨 4의 소스를 고루 뿌리면 부드러운 두부계란찜 완성~!"
